"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","Department.accounting","Department.hr","Department.IT","Department.management","Department.marketing","Department.product_mng","Department.RandD","Department.sales","Department.support","Department.technical","salary"
"2525",0.65,0.67,0.714285714285714,0.412903225806452,0.5,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"2547",0.18,0.67,0.714285714285714,0.919354838709677,0.5,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"7129",0.71,0.99,0.714285714285714,0.670967741935484,0.2,1,"0",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"3741",0.59,0.63,0.714285714285714,0.783870967741935,0.2,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667
"3198",0.94,0.77,0.714285714285714,0.67741935483871,0.3,0,"0",0,0,0,0,0,0,1,0,0,0,0,1
"9972",0.49,0.74,0.285714285714286,0.496774193548387,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"705",0.74,0.54,0.714285714285714,0.696774193548387,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"10362",0.52,0.96,0.857142857142857,0.535483870967742,0.5,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"5202",0.36,0.73,0.428571428571429,0.603225806451613,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"6046",0.24,0.57,0.714285714285714,0.748387096774194,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"12135",0.36,0.5,0.285714285714286,0.425806451612903,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"13581",0.86,0.84,0.428571428571429,0.570967741935484,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"4176",0.84,0.76,0.714285714285714,0.693548387096774,0.2,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"14204",0.62,0.85,0.428571428571429,0.764516129032258,0.3,1,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"10764",0.28,0.37,0.428571428571429,0.529032258064516,0.4,1,"0",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"10142",0.68,0.69,0.428571428571429,0.47741935483871,0.2,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"781",0.44,0.65,0.428571428571429,0.874193548387097,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"5839",0.61,0.47,0.571428571428571,0.583870967741935,0.5,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"7060",0.56,0.66,0.714285714285714,0.696774193548387,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,1
"8277",0.89,0.93,0.428571428571429,0.583870967741935,0.3,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333
"10315",0.41,0.48,0.428571428571429,0.435483870967742,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,1
"13525",0.5,0.59,0.571428571428571,0.690322580645161,0.3,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"9133",0.91,0.49,0.285714285714286,0.580645161290323,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"6327",0.71,0.74,0.571428571428571,0.664516129032258,0.4,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667
"8005",0.57,0.68,0.571428571428571,0.616129032258064,0.3,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667
"864",0.39,0.55,0.285714285714286,0.470967741935484,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"3852",0.26,0.9,0.571428571428571,0.858064516129032,0.5,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"5864",0.73,0.53,0.571428571428571,0.448387096774194,0.2,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"2920",0.5,0.79,0.428571428571429,0.6,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,1
"12281",0.1,0.98,0.857142857142857,0.864516129032258,0.4,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"2257",0.95,0.69,0.428571428571429,0.725806451612903,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,1
"11859",0.53,0.64,0.428571428571429,0.541935483870968,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"8071",0.92,0.98,0.571428571428571,0.519354838709677,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"9775",0.71,0.81,0.428571428571429,0.454838709677419,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"2534",0.74,0.84,0.428571428571429,0.770967741935484,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"14829",0.83,0.95,0.571428571428571,0.809677419354839,0.5,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"4602",0.2,0.96,0.285714285714286,0.803225806451613,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"10691",0.9,0.88,0.714285714285714,0.819354838709677,0.2,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"5886",0.96,0.87,0.714285714285714,0.651612903225806,0.2,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333
"14300",0.37,0.57,0.285714285714286,0.419354838709677,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"14271",0.85,1,0.571428571428571,0.725806451612903,0.5,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"10719",0.96,0.49,0.714285714285714,0.441935483870968,0.3,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667
"3794",0.69,0.9,0.714285714285714,0.745161290322581,0.2,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"3271",0.92,0.53,0.285714285714286,0.803225806451613,0.2,0,"0",0,0,0,1,0,0,0,0,0,0,0,1
"8746",0.52,0.58,0.571428571428571,0.432258064516129,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"3945",0.78,0.91,0.714285714285714,0.483870967741935,0.4,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"7831",0.99,0.75,0.428571428571429,0.783870967741935,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"11579",0.76,0.56,0.714285714285714,0.716129032258065,1,0,"0",0,0,0,0,1,0,0,0,0,0,0,1
"2478",0.81,0.83,0.428571428571429,0.632258064516129,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"5962",0.66,0.73,0.285714285714286,0.435483870967742,0.6,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"6952",0.73,0.89,0.428571428571429,0.729032258064516,0.3,1,"0",0,0,0,0,0,0,0,0,0,0,1,1
"12796",0.61,0.98,0.285714285714286,0.767741935483871,0.4,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"13645",0.75,0.89,0.857142857142857,0.806451612903226,0.2,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"12999",0.67,0.6,0.714285714285714,0.816129032258065,0.6,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"9936",0.63,0.67,0.571428571428571,0.738709677419355,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"14002",0.9,0.54,0.571428571428571,0.554838709677419,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"7610",0.85,0.75,0.428571428571429,0.690322580645161,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"8495",0.52,0.83,0.428571428571429,0.493548387096774,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"4956",0.93,0.66,0.571428571428571,0.735483870967742,0.3,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333
"5117",0.85,0.79,0.428571428571429,0.783870967741935,0.2,0,"0",1,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"295",0.1,0.93,0.857142857142857,0.816129032258065,0.4,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"7407",0.92,0.84,0.428571428571429,0.529032258064516,0.2,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667
"12830",0.92,0.64,0.571428571428571,0.835483870967742,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"93",0.42,0.48,0.285714285714286,0.461290322580645,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"1062",0.34,0.97,0.857142857142857,0.506451612903226,0.5,1,"1",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333
"2419",0.73,0.72,0.571428571428571,0.635483870967742,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"11344",0.69,0.9,0.428571428571429,0.596774193548387,0.4,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"10825",0.77,0.5,0.428571428571429,0.454838709677419,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"14309",0.1,0.84,0.857142857142857,0.9,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"6868",0.81,0.8,0.428571428571429,0.590322580645161,0.2,1,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667
"1096",0.1,0.77,1,0.993548387096774,0.4,0,"1",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"9551",0.72,0.59,0.714285714285714,0.445161290322581,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"11166",0.54,0.68,0.857142857142857,0.803225806451613,0.5,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667
"2018",0.41,0.84,0.857142857142857,0.616129032258064,0.6,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667
"5837",0.74,0.53,0.571428571428571,0.535483870967742,0.3,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333
"3311",0.74,0.46,0.857142857142857,0.467741935483871,0.3,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"853",0.82,0.89,0.714285714285714,0.7,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,1
"5826",0.52,0.83,0.285714285714286,0.732258064516129,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"956",0.1,0.91,0.857142857142857,0.845161290322581,0.5,1,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"3324",0.84,0.51,0.571428571428571,0.558064516129032,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"804",0.1,0.77,0.857142857142857,1,0.4,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"9860",0.72,0.67,0.428571428571429,0.783870967741935,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"4380",0.39,0.41,0.857142857142857,0.370967741935484,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"1482",0.16,0.65,0.571428571428571,0.893548387096774,0.5,0,"1",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667
"1058",0.4,0.51,0.285714285714286,0.438709677419355,0.3,0,"1",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"12948",0.87,0.93,0.428571428571429,0.558064516129032,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"11092",0.86,0.82,0.571428571428571,0.683870967741935,0.2,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667
"12008",0.92,0.85,0.714285714285714,0.835483870967742,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"14441",0.78,0.98,0.714285714285714,0.770967741935484,0.6,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333
"1524",0.42,0.48,0.285714285714286,0.47741935483871,0.3,1,"1",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333
"1457",0.39,0.51,0.285714285714286,0.5,0.3,0,"1",0,0,0,0,1,0,0,0,0,0,0,0.333333333333333
"11743",0.92,0.61,0.571428571428571,0.461290322580645,0.8,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"11533",0.89,0.77,0.428571428571429,0.464516129032258,0.3,0,"0",0,0,0,0,1,0,0,0,0,0,0,1
"139",0.74,1,0.571428571428571,0.803225806451613,0.5,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"11450",0.5,0.77,0.428571428571429,0.861290322580645,0.2,0,"0",0,0,0,0,1,0,0,0,0,0,0,1
"10720",0.9,0.57,0.571428571428571,0.596774193548387,0.3,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"9260",0.81,0.75,0.571428571428571,0.783870967741935,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"7067",0.3,0.67,0.428571428571429,0.483870967741935,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"2302",0.91,0.61,0.285714285714286,0.87741935483871,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"121",0.14,0.62,0.571428571428571,0.509677419354839,0.4,1,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"6648",0.84,0.54,0.428571428571429,0.854838709677419,0.2,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"7232",0.98,0.97,0.428571428571429,0.674193548387097,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"5723",0.53,0.74,0.571428571428571,0.87741935483871,0.2,1,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333
"6826",0.53,0.92,0.428571428571429,0.641935483870968,0.2,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667
"10476",0.91,0.66,0.428571428571429,0.670967741935484,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"813",0.38,0.49,0.285714285714286,0.409677419354839,0.3,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"5210",0.74,0.66,0.428571428571429,0.570967741935484,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"11789",0.82,0.56,0.285714285714286,0.732258064516129,0.5,1,"0",0,0,0,0,1,0,0,0,0,0,0,1
"12271",0.44,0.51,0.285714285714286,0.409677419354839,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"3491",0.71,0.96,0.571428571428571,0.519354838709677,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"5197",0.69,0.54,0.571428571428571,0.580645161290323,0.3,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"12580",0.39,0.55,0.285714285714286,0.512903225806452,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,1
"12533",0.1,0.84,0.857142857142857,0.793548387096774,0.4,0,"1",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667
"4344",0.72,0.86,0.571428571428571,0.441935483870968,0.2,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"2159",0.55,0.81,0.571428571428571,0.838709677419355,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"10332",0.54,0.68,0.428571428571429,0.464516129032258,0.5,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"14702",0.53,0.56,0.571428571428571,0.906451612903226,0.6,0,"1",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667
"495",0.84,1,0.714285714285714,0.703225806451613,0.5,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"14665",0.37,0.54,0.285714285714286,0.467741935483871,0.3,0,"1",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667
"512",0.53,0.85,0.285714285714286,0.529032258064516,0.5,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"4965",0.64,0.71,0.428571428571429,0.745161290322581,0.4,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"13424",0.97,0.55,0.714285714285714,0.683870967741935,0.6,0,"0",0,0,0,0,0,0,0,0,1,0,0,1
"9055",0.64,0.77,0.428571428571429,0.803225806451613,0.2,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"4200",0.98,0.51,0.428571428571429,0.506451612903226,0.3,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"10822",0.7,0.6,0.714285714285714,0.670967741935484,0.3,0,"0",0,0,0,0,1,0,0,0,0,0,0,0.666666666666667
"12233",0.11,0.83,0.857142857142857,0.787096774193548,0.4,0,"1",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"4609",0.88,0.84,0.428571428571429,0.858064516129032,0.3,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"7223",0.69,0.56,0.428571428571429,0.774193548387097,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"10226",0.73,0.89,0.428571428571429,0.448387096774194,0.3,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667
"9406",0.51,0.7,0.571428571428571,0.458064516129032,0.4,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"9441",0.57,0.49,0.285714285714286,0.764516129032258,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"14336",0.46,0.49,0.285714285714286,0.445161290322581,0.3,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"6080",0.9,0.66,0.571428571428571,0.780645161290323,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,1
"1751",0.88,0.97,0.571428571428571,0.82258064516129,0.5,1,"1",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"7711",0.66,0.78,0.571428571428571,0.825806451612903,0.3,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"3299",0.5,0.82,0.428571428571429,0.687096774193548,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,1
"14789",0.57,0.72,0.571428571428571,0.887096774193548,0.6,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"5426",0.5,0.51,0.428571428571429,0.545161290322581,0.4,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333
"14410",0.1,0.89,1,0.919354838709677,0.4,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"5690",0.21,0.58,0.714285714285714,0.635483870967742,0.4,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"3359",0.91,0.57,0.571428571428571,0.467741935483871,0.3,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"9132",0.18,0.73,0.714285714285714,0.735483870967742,0.5,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"2001",0.58,0.74,0.571428571428571,0.693548387096774,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"14172",0.82,0.67,0.428571428571429,0.638709677419355,0.3,1,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"7545",0.75,0.77,0.428571428571429,0.574193548387097,0.4,0,"0",0,0,0,1,0,0,0,0,0,0,0,1
"2389",0.72,0.51,0.428571428571429,0.758064516129032,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"9108",0.58,0.86,0.428571428571429,0.729032258064516,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"14439",0.44,0.54,0.285714285714286,0.480645161290323,0.3,0,"1",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333
"9793",0.76,0.65,0.428571428571429,0.819354838709677,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"14997",0.37,0.53,0.285714285714286,0.461290322580645,0.3,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"4735",0.97,0.61,0.571428571428571,0.538709677419355,0.3,0,"0",1,1,0,0,0,0,0,0,0,0,0,1
"12229",0.85,0.95,0.714285714285714,0.761290322580645,0.5,0,"1",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333
"2106",0.71,0.57,0.428571428571429,0.674193548387097,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"2823",0.82,0.99,0.714285714285714,0.812903225806452,0.3,1,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333
"13126",0.93,0.64,0.571428571428571,0.816129032258065,0.3,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333
"4510",0.55,0.48,0.428571428571429,0.52258064516129,0.3,0,"0",1,0,0,0,1,0,0,0,0,0,0,1
"5317",0.65,0.86,0.571428571428571,0.825806451612903,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"11473",0.73,0.54,0.571428571428571,0.538709677419355,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"2830",0.63,0.67,0.714285714285714,0.848387096774194,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"260",0.11,0.84,0.857142857142857,0.925806451612903,0.4,0,"1",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667
"5950",0.48,0.46,0.285714285714286,0.561290322580645,0.3,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333
"7069",0.32,0.66,0.714285714285714,0.374193548387097,0.5,1,"0",0,0,0,0,0,0,0,0,0,0,1,1
"6172",0.9,0.72,0.571428571428571,0.461290322580645,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"5015",0.92,1,0.428571428571429,0.683870967741935,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"12675",0.46,0.5,0.285714285714286,0.506451612903226,0.3,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"6657",0.22,0.92,0.857142857142857,0.709677419354839,0.4,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"7807",0.12,0.82,0.714285714285714,0.52258064516129,0.4,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"14096",0.61,0.49,0.428571428571429,0.887096774193548,0.2,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"11327",0.82,0.71,0.428571428571429,0.483870967741935,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"3055",0.64,0.42,0.714285714285714,0.912903225806452,0.5,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333
"4515",0.77,0.77,0.428571428571429,0.706451612903226,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"14202",0.49,0.49,0.571428571428571,0.683870967741935,0.7,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667
"8551",0.99,0.58,0.571428571428571,0.590322580645161,0.3,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333
"11122",0.53,0.91,0.714285714285714,0.583870967741935,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"5448",0.5,0.75,0.714285714285714,0.57741935483871,0.3,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"11243",0.6,0.61,0.714285714285714,0.616129032258064,0.2,1,"0",0,0,0,0,0,0,0,0,0,0,1,1
"7859",0.4,0.61,0.428571428571429,0.532258064516129,0.2,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333
"13358",0.95,0.61,0.428571428571429,0.72258064516129,0.2,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"2708",0.83,0.56,0.571428571428571,0.532258064516129,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"4124",0.65,0.57,0.428571428571429,0.441935483870968,0.4,1,"0",0,0,0,0,0,0,0,0,1,0,0,1
"1388",0.4,0.5,0.285714285714286,0.435483870967742,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"3076",0.46,0.57,0.571428571428571,0.887096774193548,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,1
"14275",0.36,0.56,0.285714285714286,0.425806451612903,0.3,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"4329",0.89,0.79,0.571428571428571,0.683870967741935,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"10605",0.8,0.67,0.428571428571429,0.761290322580645,0.3,1,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333
"11476",0.67,0.65,0.428571428571429,0.854838709677419,0.3,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667
"1540",0.83,0.92,0.571428571428571,0.758064516129032,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"3500",0.67,0.55,0.428571428571429,0.564516129032258,0.2,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"3951",0.59,0.69,0.428571428571429,0.6,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"1476",0.44,0.47,0.285714285714286,0.503225806451613,0.3,1,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"1722",0.26,0.46,0.285714285714286,0.780645161290323,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"14473",0.82,0.97,0.714285714285714,0.848387096774194,0.5,0,"1",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667
"14396",0.36,0.55,0.285714285714286,0.454838709677419,0.3,0,"1",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667
"14649",0.43,0.53,0.285714285714286,0.516129032258065,0.3,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"13215",0.83,0.52,0.714285714285714,0.7,0.3,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333
"8412",1,0.61,0.857142857142857,0.870967741935484,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"5772",0.53,0.6,0.714285714285714,0.796774193548387,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"6565",0.88,0.89,0.285714285714286,0.648387096774194,0.3,0,"0",0,1,0,0,0,0,0,0,0,0,0,1
"10310",0.61,0.7,0.571428571428571,0.519354838709677,0.3,1,"0",0,0,0,0,1,0,0,0,0,0,0,1
"1204",0.42,0.97,0.857142857142857,0.835483870967742,0.4,0,"1",0,0,0,0,1,0,0,0,0,0,0,1
"4951",0.59,0.42,0.428571428571429,0.632258064516129,0.3,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"9933",0.17,0.89,0.714285714285714,0.841935483870968,0.5,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"4624",0.39,0.99,0.857142857142857,0.758064516129032,0.6,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"14932",0.87,0.88,0.714285714285714,0.774193548387097,0.5,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"3139",0.51,0.39,0.428571428571429,0.480645161290323,0.3,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333
"7264",0.72,0.67,0.571428571428571,0.619354838709677,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"4027",0.91,0.93,0.571428571428571,0.593548387096774,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"2801",0.94,0.75,0.714285714285714,0.767741935483871,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"13863",0.61,0.77,0.714285714285714,0.748387096774194,0.7,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"4692",0.99,0.44,0.857142857142857,0.335483870967742,0.6,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
