"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","Department.accounting","Department.hr","Department.IT","Department.management","Department.marketing","Department.product_mng","Department.RandD","Department.sales","Department.support","Department.technical","salary","Predictions"
"665",0.1,0.77,0.714285714285714,0.890322580645161,0.4,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"1"
"677",0.11,0.82,0.857142857142857,0.870967741935484,0.4,0,"1",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"1"
"680",0.86,1,0.714285714285714,0.738709677419355,0.5,0,"1",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"1"
"682",0.4,0.49,0.285714285714286,0.412903225806452,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"683",0.11,0.87,1,0.896774193548387,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"685",0.42,1,0.428571428571429,0.651612903225806,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"693",0.84,0.86,0.714285714285714,0.864516129032258,0.5,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667,"1"
"695",0.78,0.71,0.428571428571429,0.803225806451613,0.5,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667,"1"
"698",0.11,0.8,0.857142857142857,0.987096774193548,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"699",0.43,0.48,0.285714285714286,0.435483870967742,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"701",0.46,0.54,0.285714285714286,0.461290322580645,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"703",0.45,0.5,0.285714285714286,0.474193548387097,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"706",0.45,0.54,0.285714285714286,0.490322580645161,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"710",0.42,0.48,0.285714285714286,0.451612903225806,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"713",0.84,0.98,0.714285714285714,0.870967741935484,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"721",0.42,0.49,0.285714285714286,0.448387096774194,0.3,0,"1",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333,"1"
"726",0.43,0.46,0.285714285714286,0.480645161290323,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"1"
"728",0.43,0.57,0.285714285714286,0.516129032258065,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"1"
"730",0.09,0.83,0.857142857142857,0.909677419354839,0.4,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"1"
"731",0.43,0.47,0.285714285714286,0.412903225806452,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"1"
"735",0.11,0.92,1,0.82258064516129,0.4,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"1"
"738",0.42,0.56,0.285714285714286,0.461290322580645,0.3,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"1"
"739",0.11,0.87,0.857142857142857,0.829032258064516,0.4,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"1"
"745",0.39,0.52,0.285714285714286,0.432258064516129,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"1"
"746",0.11,0.78,0.857142857142857,0.790322580645161,0.4,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"1"
"756",0.37,0.48,0.285714285714286,0.516129032258065,0.3,0,"1",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"1"
"757",0.77,0.92,0.714285714285714,0.758064516129032,0.5,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333,"1"
"767",0.75,0.81,0.714285714285714,0.732258064516129,0.5,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"1"
"770",0.42,0.46,0.285714285714286,0.454838709677419,0.3,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667,"1"
"773",0.31,0.77,0.571428571428571,0.480645161290323,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"774",0.42,0.54,0.285714285714286,0.512903225806452,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"776",0.39,0.57,0.285714285714286,0.509677419354839,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"779",0.1,0.92,1,0.867741935483871,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"780",0.11,0.9,1,0.796774193548387,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"782",0.91,0.96,0.571428571428571,0.748387096774194,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"784",0.36,0.46,0.285714285714286,0.425806451612903,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"786",0.85,0.99,0.714285714285714,0.8,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"788",0.39,0.46,0.285714285714286,0.503225806451613,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"789",0.78,0.81,0.428571428571429,0.716129032258065,0.2,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"790",0.1,0.92,0.857142857142857,0.783870967741935,0.4,1,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"791",0.23,0.99,0.571428571428571,0.658064516129032,0.4,1,"1",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333,"0"
"793",0.9,0.83,0.714285714285714,0.835483870967742,0.5,0,"1",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333,"1"
"794",0.91,0.89,0.571428571428571,0.796774193548387,0.5,0,"1",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333,"1"
"795",0.11,0.79,1,0.951612903225806,0.4,0,"1",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333,"1"
"796",0.43,0.54,0.285714285714286,0.483870967741935,0.3,0,"1",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333,"1"
"797",0.45,0.49,0.285714285714286,0.487096774193548,0.3,0,"1",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333,"1"
"798",0.11,0.91,0.714285714285714,0.938709677419355,0.4,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"1"
"801",0.91,0.97,0.571428571428571,0.809677419354839,0.6,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"1"
"805",0.81,0.95,0.714285714285714,0.858064516129032,0.5,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"1"
"807",0.45,0.54,0.285714285714286,0.445161290322581,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"1"
"808",0.86,1,0.714285714285714,0.732258064516129,0.5,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"1"
"811",0.84,0.93,0.714285714285714,0.761290322580645,0.5,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"1"
"812",0.09,0.97,1,0.929032258064516,0.4,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"1"
"815",0.1,0.92,1,0.816129032258065,0.4,1,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"1"
"816",0.8,0.97,0.571428571428571,0.703225806451613,0.5,1,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"1"
"817",0.84,0.97,0.714285714285714,0.809677419354839,0.5,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"1"
"820",0.45,0.51,0.285714285714286,0.445161290322581,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"1"
"821",0.11,0.93,1,0.916129032258065,0.4,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"1"
"825",0.37,0.56,0.285714285714286,0.445161290322581,0.3,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333,"1"
"830",0.38,0.53,0.285714285714286,0.445161290322581,0.3,0,"1",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"1"
"833",0.39,0.48,0.285714285714286,0.519354838709677,0.3,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333,"1"
"835",0.89,1,0.571428571428571,0.838709677419355,0.5,0,"1",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,"1"
"836",0.11,0.78,0.857142857142857,0.967741935483871,0.4,1,"1",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,"1"
"839",0.81,0.9,0.714285714285714,0.767741935483871,0.6,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,"1"
"841",0.36,0.56,0.285714285714286,0.445161290322581,0.3,0,"1",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667,"1"
"845",0.39,0.47,0.285714285714286,0.490322580645161,0.3,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667,"1"
"848",0.79,0.94,0.714285714285714,0.732258064516129,0.6,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"857",0.1,0.85,0.857142857142857,0.880645161290323,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"862",0.43,0.48,0.285714285714286,0.464516129032258,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"865",0.1,0.94,0.857142857142857,0.838709677419355,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"867",0.41,0.46,0.285714285714286,0.412903225806452,0.3,0,"1",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333,"1"
"870",0.38,0.57,0.285714285714286,0.490322580645161,0.3,1,"1",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333,"1"
"878",0.49,0.63,0.857142857142857,0.854838709677419,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"882",0.89,1,0.714285714285714,0.816129032258065,0.5,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"1"
"885",0.38,0.5,0.285714285714286,0.493548387096774,0.3,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"1"
"886",0.78,0.87,0.714285714285714,0.825806451612903,0.5,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"1"
"891",0.43,0.57,0.285714285714286,0.42258064516129,0.3,1,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"1"
"895",0.73,0.92,0.714285714285714,0.858064516129032,0.5,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"1"
"896",0.1,0.79,0.857142857142857,0.948387096774194,0.4,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"1"
"897",0.44,0.56,0.285714285714286,0.432258064516129,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"1"
"899",0.11,0.77,1,0.880645161290323,0.4,0,"1",0,0,0,0,1,0,0,0,0,0,0,0.333333333333333,"1"
"902",0.43,0.53,0.285714285714286,0.467741935483871,0.3,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333,"1"
"903",0.36,0.55,0.285714285714286,0.490322580645161,0.3,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333,"1"
"906",0.76,0.93,0.714285714285714,0.767741935483871,0.5,0,"1",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"1"
"907",0.1,0.78,1,0.92258064516129,0.4,0,"1",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"1"
"913",0.8,0.95,0.571428571428571,0.883870967741936,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"915",0.89,0.87,0.714285714285714,0.887096774193548,0.6,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,"1"
"917",0.11,0.82,0.857142857142857,0.980645161290323,0.4,1,"1",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333,"1"
"922",0.4,0.48,0.285714285714286,0.445161290322581,0.3,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667,"1"
"935",0.1,0.91,0.857142857142857,0.919354838709677,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"940",0.39,0.47,0.285714285714286,0.435483870967742,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"941",0.92,0.92,0.571428571428571,0.790322580645161,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"946",0.87,1,0.714285714285714,0.883870967741936,0.5,0,"1",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333,"1"
"949",0.61,0.86,0.571428571428571,0.632258064516129,0.4,0,"1",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333,"0"
"950",0.11,0.95,0.857142857142857,0.919354838709677,0.4,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"1"
"952",0.36,0.52,0.285714285714286,0.506451612903226,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"1"
"955",0.4,0.46,0.285714285714286,0.42258064516129,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"1"
"957",0.46,0.53,0.285714285714286,0.461290322580645,0.3,1,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"1"
"966",0.8,0.63,0.714285714285714,0.580645161290323,0.5,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"967",0.09,0.85,0.714285714285714,0.906451612903226,0.4,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"1"
"970",0.41,0.48,0.285714285714286,0.419354838709677,0.3,0,"1",0,0,0,0,0,0,0,0,0,1,0,1,"1"
"971",0.38,0.46,0.285714285714286,0.474193548387097,0.3,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"1"
"976",0.36,0.54,0.285714285714286,0.438709677419355,0.3,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333,"1"
"978",0.11,0.87,0.714285714285714,0.97741935483871,0.4,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333,"1"
"982",0.44,0.55,0.285714285714286,0.419354838709677,0.3,1,"1",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"1"
"984",0.43,0.52,0.285714285714286,0.448387096774194,0.3,0,"1",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"1"
"986",0.11,0.55,0.285714285714286,0.441935483870968,0.3,1,"1",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,"1"
"987",0.36,0.5,0.285714285714286,0.509677419354839,0.3,0,"1",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,"1"
"991",0.09,0.77,0.857142857142857,0.787096774193548,0.4,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,"1"
"993",0.45,0.57,0.285714285714286,0.487096774193548,0.3,0,"1",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333,"1"
"995",0.38,0.45,0.285714285714286,0.409677419354839,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"1"
"998",0.86,0.94,0.714285714285714,0.72258064516129,0.5,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667,"1"
"1001",0.87,1,0.571428571428571,0.832258064516129,0.5,1,"1",1,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"1013",0.1,0.87,0.857142857142857,0.916129032258065,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"1014",0.11,0.78,1,0.8,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"1017",0.4,0.55,0.285714285714286,0.5,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"1019",0.36,0.47,0.285714285714286,0.438709677419355,0.3,0,"1",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333,"1"
"1022",0.8,0.95,0.428571428571429,0.470967741935484,0.5,0,"1",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333,"0"
"1027",0.46,0.53,0.285714285714286,0.416129032258065,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"1"
"1029",0.88,0.89,0.571428571428571,0.887096774193548,0.5,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"1"
"1034",0.42,0.56,0.285714285714286,0.509677419354839,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"1"
"1035",0.1,0.86,0.857142857142857,0.858064516129032,0.4,1,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"1"
"1048",0.37,0.49,0.285714285714286,0.487096774193548,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,1,"1"
"1055",0.09,0.84,0.857142857142857,0.832258064516129,0.4,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333,"1"
"1060",0.7,0.93,0.285714285714286,1,0.3,0,"1",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"0"
"1061",0.36,0.48,0.285714285714286,0.490322580645161,0.3,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333,"1"
"1067",0.43,0.47,0.285714285714286,0.416129032258065,0.3,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,"1"
"1072",0.9,0.95,0.714285714285714,0.887096774193548,0.3,0,"1",0,0,0,0,1,0,0,0,0,0,0,0.333333333333333,"0"
"1074",0.45,0.54,0.285714285714286,0.496774193548387,0.3,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,"1"
"1078",0.8,0.95,0.714285714285714,0.787096774193548,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"1082",0.9,0.91,0.571428571428571,0.867741935483871,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"1083",0.87,0.88,0.714285714285714,0.745161290322581,0.6,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"1086",0.77,1,0.571428571428571,0.87741935483871,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"1100",0.44,0.46,0.285714285714286,0.493548387096774,0.3,0,"1",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333,"1"
"1101",0.11,0.83,0.857142857142857,0.845161290322581,0.4,0,"1",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333,"1"
"1102",0.09,0.97,1,0.845161290322581,0.4,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"1"
"1104",0.38,0.52,0.285714285714286,0.503225806451613,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"1"
"1111",0.09,0.82,1,0.861290322580645,0.4,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"1"
"1116",0.42,0.46,0.285714285714286,0.42258064516129,0.3,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"1"
"1117",0.09,0.85,0.857142857142857,0.838709677419355,0.4,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"1"
"1118",0.72,0.88,0.714285714285714,0.803225806451613,0.5,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"1"
"1139",0.09,0.92,0.857142857142857,0.97741935483871,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"1150",0.77,0.92,0.714285714285714,0.82258064516129,0.5,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,"1"
"1152",0.79,0.96,0.571428571428571,0.754838709677419,0.5,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,"1"
"1155",0.39,0.53,0.285714285714286,0.42258064516129,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"1162",0.11,0.94,1,0.974193548387097,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"1164",0.78,0.99,0.714285714285714,0.77741935483871,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"1165",0.11,0.93,1,0.929032258064516,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,1,"1"
"1166",0.1,0.96,0.857142857142857,0.97741935483871,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"1168",0.43,0.5,0.285714285714286,0.409677419354839,0.3,1,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"1169",0.79,0.84,0.714285714285714,0.790322580645161,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"1170",0.45,0.45,0.285714285714286,0.467741935483871,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"1173",0.45,0.49,0.285714285714286,0.464516129032258,0.3,0,"1",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333,"1"
"1179",0.85,0.89,0.571428571428571,0.712903225806452,0.5,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"1"
"1183",0.91,0.9,0.571428571428571,0.790322580645161,0.5,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"1"
"1186",0.43,0.49,0.285714285714286,0.435483870967742,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"1"
"1189",0.09,0.8,0.714285714285714,0.9,0.4,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"1"
"1191",0.11,0.89,0.857142857142857,0.851612903225806,0.4,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"1"
"1192",0.09,0.77,0.857142857142857,0.825806451612903,0.5,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"1"
"1193",0.44,0.51,0.285714285714286,0.416129032258065,0.3,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"1"
"1197",0.37,0.55,0.285714285714286,0.512903225806452,0.3,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"1"
"1199",0.09,0.8,0.857142857142857,0.961290322580645,0.4,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"1"
"1208",0.81,0.98,0.714285714285714,0.764516129032258,0.5,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667,"1"
"1211",0.11,0.83,0.857142857142857,0.864516129032258,0.4,0,"1",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"1"
"1213",0.75,0.83,0.714285714285714,0.845161290322581,0.5,0,"1",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"1"
"1219",0.42,0.56,0.285714285714286,0.470967741935484,0.3,0,"1",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,"1"
"1224",0.75,0.89,0.571428571428571,0.735483870967742,0.5,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"1"
"1229",0.1,0.85,1,1,0.5,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,"1"
"1230",0.42,0.55,0.285714285714286,0.47741935483871,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"1236",0.4,0.49,0.285714285714286,0.451612903225806,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"1241",0.43,0.51,0.285714285714286,0.425806451612903,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"1242",0.43,0.53,0.285714285714286,0.47741935483871,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"1245",0.1,0.77,0.857142857142857,0.903225806451613,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"1246",0.1,0.93,0.857142857142857,0.929032258064516,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"1249",0.41,0.54,0.285714285714286,0.445161290322581,0.3,0,"1",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333,"1"
"1254",0.85,1,0.571428571428571,0.754838709677419,0.5,0,"1",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333,"1"
"1260",0.45,0.48,0.285714285714286,0.445161290322581,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"1"
"1261",0.09,0.95,0.857142857142857,0.838709677419355,0.4,1,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"1"
"1264",0.36,0.51,0.285714285714286,0.461290322580645,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"1"
"1265",0.86,0.98,0.571428571428571,0.870967741935484,0.5,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"1"
"1271",0.38,0.57,0.285714285714286,0.42258064516129,0.3,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"1"
"1274",0.87,0.95,0.714285714285714,0.732258064516129,0.5,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"1"
"1276",0.1,0.83,0.857142857142857,0.912903225806452,0.5,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"1"
"1283",0.81,0.81,0.571428571428571,0.703225806451613,0.5,1,"1",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333,"0"
"1287",0.42,0.57,0.285714285714286,0.432258064516129,0.3,0,"1",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667,"1"
"1294",0.72,1,0.285714285714286,0.774193548387097,0.2,0,"1",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,"0"
"1298",0.4,0.49,0.285714285714286,0.480645161290323,0.3,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,"1"
"1303",0.09,0.78,1,0.935483870967742,0.4,0,"1",0,0,0,0,1,0,0,0,0,0,0,0.333333333333333,"1"
"1305",0.89,0.98,0.571428571428571,0.780645161290323,0.6,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,"1"
"1308",0.44,0.5,0.285714285714286,0.435483870967742,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"1311",0.77,0.89,0.571428571428571,0.870967741935484,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"1316",0.11,0.81,0.857142857142857,0.838709677419355,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"1317",0.88,1,0.714285714285714,0.796774193548387,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"1318",0.37,0.51,0.285714285714286,0.409677419354839,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"1319",0.11,0.96,0.857142857142857,0.861290322580645,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"1324",0.37,0.52,0.285714285714286,0.464516129032258,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"1327",0.1,0.77,0.857142857142857,0.87741935483871,0.4,0,"1",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333,"1"
"1328",0.42,0.47,0.285714285714286,0.506451612903226,0.3,0,"1",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333,"1"
"1329",0.1,0.96,1,0.970967741935484,0.4,0,"1",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333,"1"
